195,[0, 7, 66, 151, 9]
196,[1, 26, 15, 208, 14]
197,[0, 11, 21, 60, 9]
198,[0, 4, 79, 157, 16]
199,[1, 23, 82, 135, 10]
200,[0, 21, 68, 177, 19]
201,[0, 20, 90, 63, 17]
202,[0, 6, 51, 102, 18]
203,[1, 8, 11, 218, 18]
204,[1, 20, 118, 218, 15]
205,[1, 13, 38, 54, 10]
206,[1, 27, 38, 113, 16]
207,[1, 12, 109, 49, 7]
208,[0, 14, 106, 192, 10]
209,[0, 28, 118, 67, 14]
210,[0, 5, 51, 145, 9]
211,[1, 7, 23, 101, 16]
212,[0, 14, 101, 1, 10]
213,[1, 17, 19, 111, 15]
214,[0, 5, 12, 95, 7]
215,[0, 1, 76, 184, 9]
216,[0, 8, 125, 64, 1]
217,[0, 6, 14, 211, 6]
218,[0, 12, 54, 142, 5]
219,[0, 11, 84, 163, 2]
220,[1, 28, 2, 231, 11]
221,[0, 2, 112, 14, 17]
222,[1, 10, 11, 176, 9]
223,[0, 17, 53, 78, 0]
224,[0, 1, 69, 165, 20]
225,[0, 10, 120, 208, 17]
226,[0, 18, 125, 158, 11]
227,[0, 22, 87, 209, 19]
228,[1, 29, 36, 223, 8]
229,[0, 1, 52, 64, 14]
230,[0, 3, 136, 149, 10]
231,[1, 11, 44, 40, 0]
232,[0, 17, 80, 62, 9]
233,[0, 28, 39, 112, 18]
234,[0, 9, 57, 222, 0]
235,[0, 11, 62, 201, 2]
236,[0, 6, 84, 4, 1]
237,[1, 21, 106, 170, 5]
238,[0, 20, 10, 156, 17]
239,[0, 20, 31, 170, 7]
240,[1, 9, 39, 150, 20]
241,[0, 12, 27, 89, 11]
242,[0, 13, 110, 51, 20]
243,[1, 16, 126, 38, 15]
244,[0, 5, 85, 105, 4]
245,[1, 7, 32, 198, 1]
246,[1, 23, 97, 189, 6]
247,[0, 4, 23, 140, 3]
248,[0, 13, 3, 232, 6]
249,[0, 24, 15, 62, 6]
250,[1, 19, 19, 41, 14]
251,[1, 16, 31, 16, 16]
252,[0, 22, 19, 11, 18]
253,[0, 23, 90, 0, 13]
254,[0, 20, 17, 30, 19]
255,[0, 21, 21, 101, 8]
256,[0, 19, 82, 188, 19]
257,[0, 22, 77, 233, 1]
258,[0, 4, 66, 165, 12]
259,[0, 7, 78, 36, 16]
260,[0, 28, 88, 80, 13]
261,[0, 4, 71, 227, 18]
262,[1, 26, 95, 14, 6]
263,[1, 0, 93, 31, 10]
264,[0, 15, 33, 170, 16]
265,[0, 4, 43, 82, 11]
266,[0, 3, 87, 96, 12]
267,[0, 19, 50, 121, 14]
268,[1, 7, 99, 113, 7]
269,[0, 28, 45, 82, 10]
270,[1, 14, 98, 181, 7]
271,[0, 5, 37, 22, 6]
272,[0, 28, 3, 121, 3]
273,[0, 21, 108, 72, 12]
274,[0, 21, 72, 133, 15]
275,[0, 3, 100, 23, 2]
276,[0, 10, 85, 172, 17]
277,[1, 20, 116, 80, 12]
278,[1, 2, 14, 153, 3]
279,[0, 28, 119, 198, 20]
280,[1, 3, 56, 95, 19]
281,[0, 13, 34, 210, 4]
282,[0, 4, 89, 77, 19]
283,[0, 5, 67, 139, 16]
284,[0, 8, 93, 121, 1]
285,[0, 17, 4, 19, 11]
286,[1, 0, 94, 24, 18]
287,[1, 26, 8, 154, 14]
288,[1, 7, 47, 36, 11]
289,[0, 1, 53, 112, 18]
290,[1, 12, 11, 2, 9]
291,[1, 3, 123, 49, 1]
292,[1, 12, 68, 28, 9]
293,[1, 5, 3, 207, 15]
294,[0, 29, 38, 97, 1]
295,[1, 26, 55, 54, 19]
296,[1, 20, 78, 25, 8]
297,[0, 10, 43, 88, 10]
298,[1, 10, 17, 88, 18]
299,[0, 25, 103, 15, 12]
300,[0, 18, 13, 37, 15]
301,[0, 22, 62, 157, 9]
302,[1, 29, 96, 22, 2]
303,[1, 3, 89, 134, 6]
304,[0, 8, 32, 208, 9]
305,[0, 17, 107, 70, 17]
306,[1, 3, 124, 175, 8]
307,[0, 6, 84, 172, 19]
308,[0, 14, 20, 88, 1]
309,[0, 10, 32, 76, 7]
310,[1, 10, 94, 61, 12]
311,[1, 11, 127, 1, 13]
312,[1, 18, 66, 140, 17]
313,[0, 1, 69, 34, 20]
314,[1, 19, 132, 26, 2]
315,[0, 14, 67, 98, 0]
316,[1, 14, 37, 131, 10]
317,[0, 29, 126, 33, 4]
318,[0, 9, 64, 202, 14]
319,[1, 2, 113, 56, 19]
320,[0, 1, 108, 63, 13]
321,[0, 29, 119, 198, 0]
322,[0, 6, 66, 62, 9]
323,[0, 11, 36, 151, 5]
324,[0, 14, 70, 6, 9]
325,[1, 8, 26, 94, 2]
326,[0, 2, 37, 79, 9]
327,[1, 11, 81, 111, 7]
328,[1, 28, 65, 137, 8]
329,[0, 9, 119, 101, 10]
330,[0, 23, 105, 137, 5]
331,[0, 6, 58, 135, 14]
332,[0, 23, 74, 205, 6]
333,[1, 17, 77, 169, 16]
334,[1, 8, 84, 39, 1]
335,[0, 29, 87, 169, 9]
336,[1, 19, 81, 208, 15]
337,[1, 15, 65, 59, 13]
338,[0, 5, 136, 193, 9]
339,[1, 21, 20, 150, 12]
340,[0, 18, 16, 77, 13]
341,[1, 18, 74, 32, 14]
342,[0, 28, 66, 85, 1]
343,[0, 19, 102, 116, 15]
344,[0, 6, 60, 113, 4]
345,[1, 22, 131, 42, 15]
346,[0, 3, 70, 75, 18]
347,[0, 4, 81, 205, 2]
348,[0, 10, 117, 152, 14]
349,[0, 15, 70, 210, 11]
350,[1, 15, 40, 203, 17]
351,[1, 16, 24, 161, 18]
352,[1, 9, 117, 24, 16]
353,[0, 11, 17, 138, 2]
354,[0, 25, 26, 143, 6]
355,[1, 22, 63, 61, 8]
356,[0, 17, 26, 9, 5]
357,[0, 27, 30, 220, 3]
358,[1, 7, 63, 7, 4]
359,[1, 5, 43, 100, 7]
360,[0, 25, 21, 225, 15]
361,[0, 19, 37, 182, 17]
362,[1, 6, 71, 50, 5]
363,[1, 7, 111, 195, 13]
364,[0, 26, 50, 146, 13]
365,[0, 12, 76, 175, 15]
366,[1, 28, 118, 6, 13]
367,[0, 10, 113, 38, 18]
368,[0, 16, 79, 20, 6]
369,[1, 4, 49, 204, 14]
370,[1, 15, 128, 220, 15]
371,[0, 3, 83, 19, 16]
372,[1, 21, 66, 96, 16]
373,[1, 19, 72, 232, 18]
374,[0, 14, 85, 37, 9]
375,[0, 3, 84, 24, 4]
376,[0, 23, 112, 167, 2]
377,[1, 27, 78, 230, 2]
378,[0, 9, 26, 96, 12]
379,[1, 2, 134, 32, 4]
380,[0, 6, 28, 83, 11]
381,[0, 10, 6, 197, 4]
382,[0, 1, 1, 161, 20]
383,[1, 19, 7, 147, 8]
384,[0, 28, 54, 221, 18]
385,[0, 26, 119, 105, 5]
386,[0, 23, 49, 226, 17]
387,[0, 8, 118, 51, 19]
388,[1, 13, 110, 192, 1]
389,[0, 24, 93, 187, 19]
390,[1, 22, 87, 169, 10]
391,[1, 20, 33, 136, 11]
392,[0, 12, 44, 153, 4]
393,[0, 24, 52, 56, 15]
394,[1, 4, 18, 118, 13]
395,[0, 16, 96, 93, 17]
396,[1, 25, 125, 25, 3]
397,[0, 20, 30, 58, 4]
398,[1, 25, 120, 104, 0]
399,[1, 9, 68, 12, 19]
400,[1, 28, 40, 68, 19]
401,[0, 15, 98, 13, 4]
402,[1, 16, 42, 228, 18]
403,[0, 23, 5, 74, 14]
404,[1, 5, 111, 187, 12]
405,[0, 13, 97, 199, 2]
406,[0, 27, 39, 161, 3]
407,[1, 7, 30, 111, 9]
408,[1, 26, 54, 64, 6]
409,[1, 0, 31, 133, 18]
410,[1, 5, 79, 131, 20]
411,[0, 21, 13, 126, 16]
412,[1, 9, 2, 140, 19]
413,[0, 1, 38, 120, 12]
414,[0, 15, 90, 231, 16]
415,[0, 26, 98, 88, 17]
416,[1, 8, 119, 163, 12]
417,[1, 8, 34, 136, 13]
418,[0, 25, 131, 84, 0]
419,[1, 23, 11, 24, 20]
420,[1, 26, 70, 131, 8]
421,[1, 25, 90, 204, 6]
422,[0, 12, 67, 11, 4]
423,[0, 11, 63, 74, 9]
424,[1, 8, 30, 222, 19]
425,[1, 10, 94, 212, 4]
426,[0, 17, 115, 14, 16]
427,[1, 28, 121, 197, 9]
428,[1, 14, 35, 78, 3]
429,[1, 29, 7, 93, 5]
430,[1, 9, 29, 42, 6]
431,[0, 8, 65, 204, 9]
432,[1, 28, 63, 224, 10]
433,[0, 8, 51, 97, 13]
434,[1, 17, 59, 42, 16]
435,[1, 1, 112, 10, 18]
436,[1, 5, 69, 67, 5]
437,[0, 17, 27, 203, 18]
438,[0, 7, 123, 229, 19]
439,[1, 3, 40, 110, 14]
440,[0, 16, 111, 0, 8]
441,[1, 3, 87, 40, 10]
442,[0, 14, 38, 129, 7]
443,[0, 12, 69, 11, 15]
444,[1, 28, 104, 203, 11]
445,[0, 11, 99, 126, 3]
446,[0, 29, 79, 52, 15]
447,[0, 26, 68, 219, 17]
448,[1, 14, 123, 44, 1]
449,[1, 26, 70, 53, 14]
450,[0, 10, 59, 185, 7]
451,[1, 26, 132, 219, 14]
452,[1, 28, 64, 186, 9]
453,[0, 6, 77, 118, 4]
454,[1, 29, 117, 228, 8]
455,[0, 0, 76, 139, 1]
456,[0, 16, 136, 210, 6]
457,[0, 5, 103, 167, 19]
458,[0, 11, 23, 210, 4]
459,[0, 27, 32, 184, 12]
460,[0, 23, 6, 70, 3]
461,[1, 13, 84, 233, 6]
462,[0, 1, 120, 209, 15]
463,[0, 27, 36, 231, 12]
464,[1, 8, 32, 70, 6]
465,[1, 26, 3, 192, 17]
466,[0, 15, 70, 12, 3]
467,[0, 14, 48, 102, 15]
468,[1, 6, 39, 208, 16]
469,[1, 25, 77, 137, 18]
470,[0, 8, 6, 125, 20]
471,[0, 7, 16, 129, 9]
472,[1, 16, 35, 93, 20]
473,[0, 15, 50, 221, 9]
474,[1, 7, 40, 65, 13]
475,[1, 0, 120, 156, 10]
476,[0, 5, 86, 133, 5]
477,[1, 10, 18, 157, 20]
478,[1, 24, 116, 60, 10]
479,[0, 13, 13, 196, 17]
480,[0, 3, 32, 49, 19]
481,[0, 13, 63, 228, 9]
482,[0, 26, 136, 206, 3]
483,[1, 28, 18, 177, 11]
484,[1, 5, 127, 62, 18]
485,[0, 29, 26, 199, 1]
486,[0, 1, 47, 77, 8]
487,[1, 7, 7, 69, 9]
488,[0, 8, 18, 145, 0]
489,[0, 10, 65, 1, 8]
490,[0, 29, 111, 12, 18]
491,[1, 19, 75, 33, 7]
492,[1, 19, 76, 69, 18]
493,[0, 14, 37, 215, 12]
494,[0, 2, 97, 194, 0]
495,[1, 27, 123, 212, 3]
496,[0, 18, 88, 125, 8]
497,[0, 9, 67, 113, 18]
498,[1, 9, 108, 126, 11]
499,[0, 12, 101, 96, 1]
500,[0, 12, 32, 157, 6]
501,[1, 13, 7, 202, 14]
502,[1, 25, 127, 93, 19]
503,[0, 24, 35, 178, 9]
504,[0, 5, 128, 40, 7]
505,[0, 23, 128, 41, 17]
506,[1, 2, 95, 207, 12]
507,[0, 3, 28, 60, 2]
508,[0, 18, 115, 120, 7]
509,[0, 6, 117, 36, 2]
510,[0, 5, 97, 6, 13]
511,[0, 29, 118, 29, 17]
512,[0, 2, 109, 86, 15]
513,[1, 28, 105, 15, 13]
514,[0, 14, 124, 232, 13]
515,[1, 14, 104, 172, 19]
516,[0, 28, 110, 169, 13]
517,[1, 12, 121, 94, 20]
518,[1, 25, 46, 189, 8]
519,[0, 0, 103, 17, 4]
520,[0, 2, 70, 31, 16]
521,[0, 4, 131, 151, 7]
522,[1, 12, 31, 29, 14]
523,[1, 29, 123, 229, 16]
524,[1, 5, 8, 19, 17]
525,[1, 3, 106, 45, 8]
526,[1, 17, 82, 154, 6]
527,[0, 11, 88, 62, 9]
528,[0, 11, 62, 128, 4]
529,[0, 21, 130, 95, 10]
530,[0, 4, 77, 88, 19]
531,[1, 27, 132, 84, 15]
532,[0, 19, 88, 227, 10]
533,[1, 2, 77, 107, 19]
534,[1, 0, 88, 43, 4]
535,[1, 20, 25, 104, 9]
536,[0, 26, 90, 180, 5]
537,[1, 1, 60, 147, 3]
538,[1, 12, 22, 127, 14]
539,[0, 7, 56, 140, 13]
540,[0, 7, 77, 212, 7]
541,[0, 15, 53, 96, 4]
542,[1, 26, 70, 48, 10]
543,[0, 16, 73, 140, 15]
544,[1, 28, 3, 50, 14]
545,[1, 1, 100, 160, 13]
546,[0, 8, 120, 182, 17]
547,[1, 0, 22, 147, 5]
548,[1, 27, 107, 209, 10]
549,[1, 10, 88, 76, 20]
550,[0, 21, 87, 17, 11]
551,[0, 28, 128, 59, 9]
552,[0, 14, 124, 65, 8]
553,[0, 1, 115, 26, 18]
554,[0, 21, 66, 54, 14]
555,[0, 3, 115, 25, 20]
556,[0, 12, 104, 204, 8]
557,[1, 0, 27, 150, 11]
558,[1, 28, 1, 224, 13]
559,[0, 1, 118, 182, 2]
560,[0, 16, 54, 30, 14]
561,[1, 0, 98, 46, 11]
562,[1, 7, 70, 36, 0]
563,[1, 4, 113, 149, 17]
564,[0, 5, 30, 12, 19]
565,[1, 9, 70, 219, 17]
566,[1, 19, 40, 70, 20]
567,[1, 1, 65, 160, 16]
568,[1, 3, 99, 9, 19]
569,[0, 13, 63, 72, 11]
570,[1, 11, 54, 119, 8]
571,[0, 3, 4, 233, 18]
572,[0, 0, 7, 205, 4]
573,[1, 4, 28, 50, 11]
574,[1, 27, 128, 113, 12]
575,[1, 17, 15, 208, 3]
576,[0, 23, 26, 27, 15]
577,[1, 27, 11, 224, 19]
578,[0, 6, 49, 4, 2]
579,[1, 15, 5, 116, 15]
580,[1, 25, 0, 155, 16]
581,[1, 22, 61, 88, 10]
582,[1, 28, 128, 2, 1]
583,[1, 29, 14, 59, 7]
584,[1, 16, 118, 217, 5]
585,[0, 0, 123, 123, 16]
586,[0, 2, 115, 61, 1]
587,[0, 4, 42, 112, 7]
588,[0, 24, 49, 115, 16]
589,[0, 22, 46, 80, 19]
590,[1, 6, 2, 125, 6]
591,[1, 7, 9, 110, 3]
592,[1, 5, 58, 25, 7]
593,[0, 26, 51, 230, 17]
594,[1, 7, 32, 29, 20]
595,[1, 20, 62, 115, 1]
596,[1, 23, 80, 70, 7]
597,[1, 11, 47, 139, 11]
598,[0, 10, 12, 31, 8]
599,[0, 26, 54, 110, 15]
600,[1, 4, 68, 31, 1]
601,[1, 29, 84, 165, 19]
602,[1, 26, 99, 0, 2]
603,[0, 10, 122, 203, 20]
604,[0, 1, 114, 34, 4]
605,[0, 4, 59, 129, 18]
606,[0, 2, 130, 79, 9]
607,[0, 10, 86, 163, 4]
608,[1, 7, 85, 225, 2]
609,[0, 8, 12, 131, 13]
610,[1, 24, 30, 74, 14]
611,[0, 8, 24, 79, 5]
612,[1, 2, 99, 3, 1]
613,[1, 21, 36, 90, 5]
614,[0, 3, 0, 228, 7]
615,[1, 2, 90, 223, 6]
616,[0, 0, 119, 149, 11]
617,[0, 0, 48, 198, 13]
618,[1, 3, 110, 187, 0]
619,[0, 10, 9, 172, 15]
620,[0, 8, 122, 128, 2]
621,[0, 15, 49, 119, 14]
622,[1, 12, 5, 123, 6]
623,[0, 10, 13, 132, 3]
624,[1, 9, 28, 192, 18]
625,[0, 1, 3, 41, 3]
626,[0, 18, 75, 29, 4]
627,[1, 28, 66, 186, 18]
628,[1, 29, 17, 164, 7]
629,[0, 13, 19, 52, 6]
630,[1, 11, 102, 53, 1]
631,[0, 22, 1, 194, 2]
632,[0, 18, 132, 202, 2]
633,[0, 27, 75, 43, 15]
634,[0, 21, 62, 34, 17]
635,[0, 29, 108, 108, 4]
636,[1, 10, 86, 43, 20]
637,[0, 3, 49, 92, 11]
638,[0, 29, 48, 125, 12]
639,[0, 11, 46, 17, 9]
640,[1, 14, 50, 138, 14]
641,[1, 4, 121, 166, 17]
642,[0, 28, 134, 79, 20]
643,[0, 29, 76, 150, 11]
644,[1, 8, 41, 116, 3]
645,[1, 7, 93, 229, 14]
646,[0, 6, 102, 204, 15]
647,[1, 8, 80, 61, 7]
648,[0, 15, 58, 218, 19]
649,[0, 24, 114, 107, 5]
650,[1, 20, 131, 37, 0]
651,[1, 5, 75, 54, 3]
652,[0, 11, 131, 42, 11]
653,[1, 20, 72, 201, 16]
654,[0, 8, 61, 196, 13]
655,[1, 21, 47, 146, 13]
656,[1, 28, 107, 49, 8]
657,[1, 24, 63, 162, 4]
658,[1, 12, 14, 104, 14]
659,[1, 26, 36, 162, 6]
660,[1, 28, 95, 114, 1]
661,[0, 29, 4, 96, 11]
662,[1, 26, 119, 210, 8]
663,[0, 25, 50, 116, 4]
664,[1, 7, 109, 173, 3]
665,[0, 25, 96, 86, 18]
666,[0, 16, 4, 230, 10]
667,[1, 8, 44, 67, 2]
668,[1, 0, 114, 85, 20]
669,[0, 17, 88, 184, 5]
670,[1, 16, 130, 123, 3]
671,[0, 28, 123, 199, 18]
672,[1, 8, 37, 71, 2]
673,[0, 13, 39, 57, 1]
674,[0, 3, 91, 75, 14]
675,[0, 29, 20, 165, 7]
676,[0, 9, 23, 106, 12]
677,[1, 23, 33, 213, 8]
678,[0, 23, 37, 186, 7]
679,[1, 13, 93, 155, 20]
680,[0, 14, 33, 32, 10]
681,[1, 21, 73, 89, 15]
682,[1, 1, 133, 34, 16]
683,[0, 16, 65, 164, 16]
684,[1, 10, 34, 182, 6]
685,[1, 7, 57, 17, 19]
686,[0, 15, 81, 29, 19]
687,[0, 21, 78, 199, 17]
688,[1, 0, 103, 31, 14]
689,[0, 27, 118, 142, 13]
690,[1, 21, 61, 70, 2]
691,[0, 0, 3, 89, 11]
692,[1, 27, 97, 10, 5]
693,[0, 4, 133, 206, 7]
694,[1, 14, 57, 9, 17]
695,[1, 7, 71, 195, 10]
696,[0, 8, 83, 82, 2]
697,[0, 11, 16, 140, 15]
698,[1, 19, 109, 116, 0]
699,[0, 2, 33, 79, 14]
700,[0, 7, 100, 188, 18]
701,[0, 0, 21, 61, 12]
702,[1, 20, 110, 65, 14]
703,[1, 5, 41, 101, 1]
704,[1, 0, 83, 211, 14]
705,[0, 20, 60, 202, 14]
706,[0, 3, 121, 151, 1]
707,[0, 5, 55, 185, 17]
708,[1, 22, 20, 77, 5]
709,[0, 13, 95, 143, 0]
710,[1, 18, 80, 11, 14]
711,[0, 8, 68, 67, 4]
712,[0, 3, 133, 39, 4]
713,[0, 19, 24, 72, 6]
714,[1, 12, 15, 227, 3]
715,[0, 26, 46, 35, 8]
716,[1, 21, 5, 164, 13]
717,[0, 4, 129, 11, 19]
718,[1, 1, 41, 33, 6]
719,[1, 0, 70, 83, 7]
720,[0, 24, 72, 227, 6]
721,[0, 14, 16, 88, 19]
722,[1, 19, 43, 207, 3]
723,[1, 3, 5, 148, 2]
724,[0, 25, 34, 124, 20]
725,[0, 22, 136, 188, 8]
726,[0, 14, 42, 153, 4]
727,[0, 17, 21, 227, 1]
728,[1, 3, 22, 83, 5]
729,[1, 10, 12, 227, 15]
730,[1, 4, 107, 119, 2]
731,[0, 15, 49, 25, 19]
732,[1, 9, 25, 147, 13]
733,[1, 6, 45, 142, 1]
734,[1, 2, 6, 231, 19]
735,[1, 2, 18, 17, 6]
736,[0, 7, 90, 202, 7]
737,[0, 15, 53, 198, 8]
738,[1, 16, 66, 208, 2]
739,[0, 25, 74, 130, 16]
740,[0, 18, 29, 46, 12]
741,[1, 2, 26, 137, 7]
742,[1, 3, 64, 6, 4]
743,[1, 26, 4, 20, 0]
744,[0, 24, 45, 44, 8]
745,[1, 26, 25, 194, 9]
746,[0, 19, 61, 173, 14]
747,[1, 18, 111, 162, 12]
748,[1, 24, 16, 171, 12]
749,[0, 24, 75, 160, 16]
750,[1, 28, 10, 126, 6]
751,[0, 17, 133, 4, 20]
752,[1, 2, 46, 48, 1]
753,[0, 25, 119, 89, 9]
754,[1, 15, 45, 56, 13]
755,[1, 2, 18, 150, 9]
756,[1, 22, 48, 210, 14]
757,[1, 26, 78, 126, 10]
758,[1, 25, 46, 201, 13]
759,[1, 23, 41, 9, 5]
760,[1, 4, 81, 60, 10]
761,[1, 17, 2, 111, 9]
762,[1, 23, 84, 146, 17]
763,[1, 9, 128, 27, 16]
764,[0, 28, 19, 2, 8]
765,[0, 11, 85, 99, 0]
766,[1, 21, 38, 61, 13]
767,[0, 14, 64, 90, 2]
768,[1, 29, 128, 110, 14]
769,[1, 8, 13, 11, 1]
770,[0, 16, 8, 194, 19]
771,[0, 3, 24, 217, 11]
772,[0, 23, 74, 153, 6]
773,[1, 5, 128, 232, 17]
774,[0, 2, 115, 87, 19]
775,[1, 21, 16, 122, 12]
776,[1, 8, 94, 95, 1]
